SampleID,Station_DL,StationType_Final,Count,StationCode,SampleDate,ProjectCode,EventCode,ProtocolCode,AgencyCode,SampleComments,LocationCode,GeometryShape,CollectionTime,CollectionMethodCode,Replicate,CollectionDeviceName,TisSource,TissueCollectionComments,OrganismID,OrganismName,CommonName,TagNumber,LifeStageCode,TotalCount,PartCreated,SampleID,ForkLength,TotalLength,UnitLengthFish,LengthSource,Weight,UnitWeightFish,WeightSource,SizeDescr,Age,Sex,Anomaly,ProcessedOrganismsExpandedFishComments,TissueID,TissueName,PartsPrepPreservationName,EntryDateTime,TissueWeight,UnitTissueWeight,PartsComments,CompositeID,CompositeType,CompositeReplicate,CompositeWeight,UnitCompositeWeight,HomogDate,OrganismGroup,CompAgencyCode,CompositeComments
17MMP-TS-CB106-MP_2,CB106,Field,13,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,6.7,cm,,1.7,g,,,,,,,17MMP-TS-CB106-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_3,CB106,Field,7,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,7.1,cm,,2.2,g,,,,,,,17MMP-TS-CB106-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_4,CB106,Field,13,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,7.5,cm,,2.4,g,,,,,,,17MMP-TS-CB106-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_5,CB106,Field,13,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_5,Atherinops affinis,Topsmelt,,A,1,Yes,,,7,cm,,1.8,g,,,,,,,17MMP-TS-CB106-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_6,CB106,Field,7,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_6,Atherinops affinis,Topsmelt,,A,1,Yes,,,7.7,cm,,2.5,g,,,,,,,17MMP-TS-CB106-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_7,CB106,Field,13,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_7,Atherinops affinis,Topsmelt,,A,1,Yes,,,8,cm,,2.8,g,,,,,,,17MMP-TS-CB106-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_8,CB106,Field,20,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_8,Atherinops affinis,Topsmelt,,A,1,Yes,,,7.7,cm,,2.6,g,,,,,,,17MMP-TS-CB106-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_9,CB106,Field,9,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_9,Atherinops affinis,Topsmelt,,A,1,Yes,,,9.3,cm,,4.2,g,,,,,,,17MMP-TS-CB106-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_1,LSB06,Field,2,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.8,cm,,11.3,g,,,,,,,17MMP-TS-LSB06-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_10,LSB06,Field,5,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_10,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.9,cm,,17.2,g,,,,,,,17MMP-TS-LSB06-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_2,LSB06,Field,3,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.4,cm,,10,g,,,,,,,17MMP-TS-LSB06-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_3,LSB06,Field,5,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,10.4,cm,,7.9,g,,,,,,,17MMP-TS-LSB06-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_4,LSB06,Field,7,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.4,cm,,13.1,g,,,,,,,17MMP-TS-LSB06-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_5,LSB06,Field,6,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_5,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.9,cm,,13.5,g,,,,,,,17MMP-TS-LSB06-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_6,LSB06,Field,7,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_6,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.3,cm,,13.5,g,,,,,,,17MMP-TS-LSB06-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_7,LSB06,Field,10,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_7,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.8,cm,,14.4,g,,,,,,,17MMP-TS-LSB06-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_8,LSB06,Field,9,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_8,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.7,cm,,16.5,g,,,,,,,17MMP-TS-LSB06-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-LSB06-MP_9,LSB06,Field,19,LSB06,2017-06-09,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,07:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-LSB06-MP_9,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.6,cm,,11.7,g,,,,,,,17MMP-TS-LSB06-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-LSB06-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_1,SB074,Field,14,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,26.5,cm,,116,g,,,,,,,17MMP-TS-SB074-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_10,SB074,Field,31,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_10,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.5,cm,,19,g,,,,,,,17MMP-TS-SB074-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_2,SB074,Field,28,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.8,cm,,14.7,g,,,,,,,17MMP-TS-SB074-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_3,SB074,Field,29,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,14.9,cm,,27.4,g,,,,,,,17MMP-TS-SB074-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_4,SB074,Field,40,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.3,cm,,11.1,g,,,,,,,17MMP-TS-SB074-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_5,SB074,Field,30,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_5,Atherinops affinis,Topsmelt,,A,1,Yes,,,10.6,cm,,7.6,g,,,,,,,17MMP-TS-SB074-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_6,SB074,Field,29,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_6,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.1,cm,,10,g,,,,,,,17MMP-TS-SB074-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_7,SB074,Field,57,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_7,Atherinops affinis,Topsmelt,,A,1,Yes,,,14.6,cm,,28.7,g,,,,,,,17MMP-TS-SB074-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_8,SB074,Field,19,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_8,Atherinops affinis,Topsmelt,,A,1,Yes,,,16.1,cm,,33.8,g,,,,,,,17MMP-TS-SB074-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SB074-MP_9,SB074,Field,24,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SB074-MP_9,Atherinops affinis,Topsmelt,,A,1,Yes,,,16.5,cm,,34.8,g,,,,,,,17MMP-TS-SB074-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SB074-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_1,SOSL40,Field,38,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,13,cm,,12.6,g,,,,,,,17MMP-TS-SOSL40-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_10,SOSL40,Field,2,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_10,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.9,cm,,10.8,g,,,,,,,17MMP-TS-SOSL40-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_2,SOSL40,Field,20,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.9,cm,,11.2,g,,,,,,,17MMP-TS-SOSL40-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_3,SOSL40,Field,44,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.1,cm,,14.7,g,,,,,,,17MMP-TS-SOSL40-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_4,SOSL40,Field,21,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.4,cm,,9.4,g,,,,,,,17MMP-TS-SOSL40-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_5,SOSL40,Field,7,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_5,Atherinops affinis,Topsmelt,,A,1,Yes,,,10.9,cm,,7.5,g,,,,,,,17MMP-TS-SOSL40-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_6,SOSL40,Field,9,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_6,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.5,cm,,14.4,g,,,,,,,17MMP-TS-SOSL40-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_7,SOSL40,Field,11,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_7,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.8,cm,,12.7,g,,,,,,,17MMP-TS-SOSL40-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_8,SOSL40,Field,14,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_8,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.3,cm,,12,g,,,,,,,17MMP-TS-SOSL40-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-SOSL40-MP_9,SOSL40,Field,8,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-SOSL40-MP_9,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.6,cm,,15.1,g,,,,,,,17MMP-TS-SOSL40-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-SOSL40-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_1,TB101,Field,10,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,20,cm,,84,g,,,,,,,17MMP-TS-TB101-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_10,TB101,Field,4,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_10,Atherinops affinis,Topsmelt,,A,1,Yes,,,14.8,cm,,25.8,g,,,,,,,17MMP-TS-TB101-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_2,TB101,Field,4,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,19.3,cm,,60.3,g,,,,,,,17MMP-TS-TB101-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_3,TB101,Field,20,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,20.9,cm,,82.2,g,,,,,,,17MMP-TS-TB101-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_4,TB101,Field,15,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,18.2,cm,,49.3,g,,,,,,,17MMP-TS-TB101-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_5,TB101,Field,14,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_5,Atherinops affinis,Topsmelt,,A,1,Yes,,,22.2,cm,,91.4,g,,,,,,,17MMP-TS-TB101-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_6,TB101,Field,8,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_6,Atherinops affinis,Topsmelt,,A,1,Yes,,,11.2,cm,,11.7,g,,,,,,,17MMP-TS-TB101-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_7,TB101,Field,14,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_7,Atherinops affinis,Topsmelt,,A,1,Yes,,,15,cm,,26.1,g,,,,,,,17MMP-TS-TB101-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_8,TB101,Field,5,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_8,Atherinops affinis,Topsmelt,,A,1,Yes,,,14.5,cm,,25.2,g,,,,,,,17MMP-TS-TB101-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB101-MP_9,TB101,Field,5,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB101-MP_9,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.5,cm,,17.8,g,,,,,,,17MMP-TS-TB101-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB101-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB102-MP_1,TB102,Field,24,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB102-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,15.1,cm,,24.8,g,,,,,,,17MMP-TS-TB102-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB102-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB102-MP_10,TB102,Field,9,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB102-MP_10,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.2,cm,,19.2,g,,,,,,,17MMP-TS-TB102-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB102-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB102-MP_2,TB102,Field,17,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB102-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,14.2,cm,,20.9,g,,,,,,,17MMP-TS-TB102-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB102-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB102-MP_3,TB102,Field,8,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB102-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.5,cm,,20.4,g,,,,,,,17MMP-TS-TB102-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB102-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-TB102-MP_4,TB102,Field,7,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-TB102-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,14.8,cm,,24.2,g,,,,,,,17MMP-TS-TB102-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-TB102-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
