SampleID,Station_DL,StationType_Final,Count,StationCode,SampleDate,ProjectCode,EventCode,ProtocolCode,AgencyCode,SampleComments,LocationCode,GeometryShape,CollectionTime,CollectionMethodCode,Replicate,CollectionDeviceName,TisSource,TissueCollectionComments,OrganismID,OrganismName,CommonName,TagNumber,LifeStageCode,TotalCount,PartCreated,SampleID,ForkLength,TotalLength,UnitLengthFish,LengthSource,Weight,UnitWeightFish,WeightSource,SizeDescr,Age,Sex,Anomaly,ProcessedOrganismsExpandedFishComments,TissueID,TissueName,PartsPrepPreservationName,EntryDateTime,TissueWeight,UnitTissueWeight,PartsComments,CompositeID,CompositeType,CompositeReplicate,CompositeWeight,UnitCompositeWeight,HomogDate,OrganismGroup,CompAgencyCode,CompositeComments
17MMP-AN-SB074-MP_8,SB074,Field,8,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SB074-MP_8,Engraulidae,Anchovies,,A,1,Yes,,,8,cm,,2.8,g,,,,,,,17MMP-AN-SB074-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SB074-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SB074-MP_9,SB074,Field,5,SB074,2017-07-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:38,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SB074-MP_9,Engraulidae,Anchovies,,A,1,Yes,,,7.1,cm,,1.8,g,,,,,,,17MMP-AN-SB074-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SB074-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_1,SOSL40,Field,14,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_1,Engraulidae,Anchovies,,A,1,Yes,,,7,cm,,2,g,,,,,,,17MMP-AN-SOSL40-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_10,SOSL40,Field,4,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_10,Engraulidae,Anchovies,,A,1,Yes,,,10.8,cm,,7.5,g,,,,,,,17MMP-AN-SOSL40-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_2,SOSL40,Field,4,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_2,Engraulidae,Anchovies,,A,1,Yes,,,8.8,cm,,3.7,g,,,,,,,17MMP-AN-SOSL40-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_3,SOSL40,Field,7,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_3,Engraulidae,Anchovies,,A,1,Yes,,,9,cm,,7.2,g,,,,,,,17MMP-AN-SOSL40-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_4,SOSL40,Field,12,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_4,Engraulidae,Anchovies,,A,1,Yes,,,10.4,cm,,7.4,g,,,,,,,17MMP-AN-SOSL40-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_5,SOSL40,Field,7,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_5,Engraulidae,Anchovies,,A,1,Yes,,,8.3,cm,,4.7,g,,,,,,,17MMP-AN-SOSL40-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_6,SOSL40,Field,3,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_6,Engraulidae,Anchovies,,A,1,Yes,,,8.6,cm,,4.6,g,,,,,,,17MMP-AN-SOSL40-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_7,SOSL40,Field,7,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_7,Engraulidae,Anchovies,,A,1,Yes,,,10.1,cm,,7.6,g,,,,,,,17MMP-AN-SOSL40-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_8,SOSL40,Field,9,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_8,Engraulidae,Anchovies,,A,1,Yes,,,8,cm,,3.2,g,,,,,,,17MMP-AN-SOSL40-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-SOSL40-MP_9,SOSL40,Field,3,SOSL40,2017-06-07,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,09:30,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-SOSL40-MP_9,Engraulidae,Anchovies,,A,1,Yes,,,8.5,cm,,3.4,g,,,,,,,17MMP-AN-SOSL40-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-SOSL40-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_1,TB101,Field,0,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_10,Engraulidae,Anchovies,,A,1,Yes,,,5.5,cm,,0.6,g,,,,,,,17MMP-AN-TB101-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_10,TB101,Field,9,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_10,Engraulidae,Anchovies,,A,1,Yes,,,6.8,cm,,1.6,g,,,,,,,17MMP-AN-TB101-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_2,TB101,Field,0,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_10,Engraulidae,Anchovies,,A,1,Yes,,,5.3,cm,,0.6,g,,,,,,,17MMP-AN-TB101-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_3,TB101,Field,6,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_3,Engraulidae,Anchovies,,A,1,Yes,,,7.4,cm,,2.3,g,,,,,,,17MMP-AN-TB101-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_4,TB101,Field,1,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_4,Engraulidae,Anchovies,,A,1,Yes,,,6.5,cm,,1,g,,,,,,,17MMP-AN-TB101-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_5,TB101,Field,1,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_5,Engraulidae,Anchovies,,A,1,Yes,,,7.7,cm,,2.5,g,,,,,,,17MMP-AN-TB101-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_6,TB101,Field,5,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_6,Engraulidae,Anchovies,,A,1,Yes,,,6.1,cm,,1.1,g,,,,,,,17MMP-AN-TB101-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_7,TB101,Field,10,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_7,Engraulidae,Anchovies,,A,1,Yes,,,5.1,cm,,0.4,g,,,,,,,17MMP-AN-TB101-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_8,TB101,Field,5,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_8,Engraulidae,Anchovies,,A,1,Yes,,,6.7,cm,,1.5,g,,,,,,,17MMP-AN-TB101-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB101-MP_9,TB101,Field,9,TB101,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,07:35,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB101-MP_9,Engraulidae,Anchovies,,A,1,Yes,,,8.9,cm,,4,g,,,,,,,17MMP-AN-TB101-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB101-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_1,TB102,Field,10,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_1,Engraulidae,Anchovies,,A,1,Yes,,,4.7,cm,,0.5,g,,,,,,,17MMP-AN-TB102-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_10,TB102,Field,4,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_10,Engraulidae,Anchovies,,A,1,Yes,,,5,cm,,0.6,g,,,,,,,17MMP-AN-TB102-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_2,TB102,Field,7,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_2,Engraulidae,Anchovies,,A,1,Yes,,,4.8,cm,,0.6,g,,,,,,,17MMP-AN-TB102-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_3,TB102,Field,2,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_3,Engraulidae,Anchovies,,A,1,Yes,,,4.9,cm,,0.5,g,,,,,,,17MMP-AN-TB102-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_4,TB102,Field,3,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_4,Engraulidae,Anchovies,,A,1,Yes,,,4.9,cm,,0.6,g,,,,,,,17MMP-AN-TB102-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_5,TB102,Field,6,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_5,Engraulidae,Anchovies,,A,1,Yes,,,4.7,cm,,0.6,g,,,,,,,17MMP-AN-TB102-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_6,TB102,Field,5,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_6,Engraulidae,Anchovies,,A,1,Yes,,,5,cm,,0.6,g,,,,,,,17MMP-AN-TB102-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_7,TB102,Field,3,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_7,Engraulidae,Anchovies,,A,1,Yes,,,5.5,cm,,0.7,g,,,,,,,17MMP-AN-TB102-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_8,TB102,Field,6,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_8,Engraulidae,Anchovies,,A,1,Yes,,,5.1,cm,,0.7,g,,,,,,,17MMP-AN-TB102-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-AN-TB102-MP_9,TB102,Field,4,TB102,2017-06-23,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,06:50,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-AN-TB102-MP_9,Engraulidae,Anchovies,,A,1,Yes,,,4.8,cm,,0.5,g,,,,,,,17MMP-AN-TB102-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-AN-TB102-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_1,CB010,Field,23,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Trawl,1,MPSL-MLML_OtterTrawl_16,Resident,,17MMP-TS-CB010-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,4.9,cm,,0.7,g,,,,,,,17MMP-TS-CB010-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_2,CB010,Field,24,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB010-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,5.1,cm,,0.8,g,,,,,,,17MMP-TS-CB010-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_3,CB010,Field,17,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB010-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,4,cm,,0.5,g,,,,,,,17MMP-TS-CB010-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_4,CB010,Field,10,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB010-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,5,cm,,0.7,g,,,,,,,17MMP-TS-CB010-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_5,CB010,Field,16,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB010-MP_5,Atherinops affinis,Topsmelt,,A,1,Yes,,,4.7,cm,,0.7,g,,,,,,,17MMP-TS-CB010-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_6,CB010,Field,19,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB010-MP_6,Atherinops affinis,Topsmelt,,A,1,Yes,,,6.5,cm,,1.5,g,,,,,,,17MMP-TS-CB010-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_7,CB010,Field,12,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB010-MP_7,Atherinops affinis,Topsmelt,,A,1,Yes,,,18.7,cm,,39.1,g,,,,,,,17MMP-TS-CB010-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB010-MP_8,CB010,Field,7,CB10,2017-07-05,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,11:41,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB010-MP_8,Atherinops affinis,Topsmelt,,A,1,Yes,,,26.4,cm,,125.3,g,,,,,,,17MMP-TS-CB010-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB010-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_1,CB037,Field,9,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,5.6,cm,,1.1,g,,,,,,,17MMP-TS-CB037-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_10,CB037,Field,4,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_10,Atherinops affinis,Topsmelt,,A,1,Yes,,,17.1,cm,,35.3,g,,,,,,,17MMP-TS-CB037-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_2,CB037,Field,5,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_2,Atherinops affinis,Topsmelt,,A,1,Yes,,,5.7,cm,,1.2,g,,,,,,,17MMP-TS-CB037-MP_2,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_2,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_3,CB037,Field,5,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_3,Atherinops affinis,Topsmelt,,A,1,Yes,,,12.2,cm,,13.5,g,,,,,,,17MMP-TS-CB037-MP_3,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_3,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_4,CB037,Field,9,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_4,Atherinops affinis,Topsmelt,,A,1,Yes,,,5.9,cm,,1,g,,,,,,,17MMP-TS-CB037-MP_4,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_4,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_5,CB037,Field,12,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_5,Atherinops affinis,Topsmelt,,A,1,Yes,,,22.7,cm,,76,g,,,,,,,17MMP-TS-CB037-MP_5,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_5,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_6,CB037,Field,6,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_6,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.3,cm,,16,g,,,,,,,17MMP-TS-CB037-MP_6,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_6,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_7,CB037,Field,11,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_7,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.6,cm,,17.1,g,,,,,,,17MMP-TS-CB037-MP_7,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_7,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_8,CB037,Field,10,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_8,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.8,cm,,18.9,g,,,,,,,17MMP-TS-CB037-MP_8,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_8,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB037-MP_9,CB037,Field,7,CB37,2017-07-06,17-18_MP_Moore,TI,RMP,MPSL-MLML,,OpenWater1,Point,08:13,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB037-MP_9,Atherinops affinis,Topsmelt,,A,1,Yes,,,13.8,cm,,18.8,g,,,,,,,17MMP-TS-CB037-MP_9,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB037-MP_9,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_1,CB106,Field,16,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_1,Atherinops affinis,Topsmelt,,A,1,Yes,,,6.3,cm,,1.2,g,,,,,,,17MMP-TS-CB106-MP_1,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_1,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
17MMP-TS-CB106-MP_10,CB106,Field,4,CB106,2017-06-19,17-18_MP_Moore,TI,RMP,MPSL-MLML,,Bank,Point,12:00,Net,1,MPSL-MLML_CastNet,Resident,,17MMP-TS-CB106-MP_10,Atherinops affinis,Topsmelt,,A,1,Yes,,,9.1,cm,,4.5,g,,,,,,,17MMP-TS-CB106-MP_10,GUT,Not Recorded,1/1/1950,-88,g,,17MMP-TS-CB106-MP_10,Normal,1,-88,g,1/1/1950,Fish,UoT-RL,
